midpoint	start	stop	h1	h12	h123	h2_h1
52637	51561	53392	0.04771205357142858	0.06871811224489796	0.09741709183673469	0.5985797827903091
54133	53406	55016	0.07007334183673468	0.12268813775510204	0.15513392857142855	0.4493742889647326
55749	55017	56396	0.052176339285714295	0.07716836734693877	0.11654974489795916	0.5840336134453782
57021	56407	57649	0.06560905612244897	0.10375478316326532	0.14823820153061223	0.669198055893074
58414	57657	59149	0.050621811224489804	0.0681999362244898	0.10168207908163265	0.8263779527559055
59893	59160	60939	0.05018335459183674	0.07362085459183672	0.10682397959183673	0.6886417791898333
61895	60941	62812	0.09155771683673466	0.15856186224489793	0.2337372448979592	0.6340879407923378
63436	62813	64153	0.10391422193877553	0.18841677295918363	0.255141900510204	0.461258151131569
64891	64154	65669	0.06596779336734693	0.09753667091836735	0.1460857780612245	0.6084592145015104
66312	65671	67217	0.07358099489795918	0.1104113520408163	0.15963807397959184	0.475622968580715
68592	67222	69209	0.03906250000000002	0.05978954081632652	0.08545918367346939	0.6551020408163267
69910	69210	70516	0.12974330357142852	0.1686065051020408	0.21069834183673466	0.13594470046082924
71576	70518	72280	0.0707908163265306	0.12392378826530615	0.15931919642857145	0.47944819819819806
73099	72283	74005	0.06146364795918369	0.08948501275510204	0.13189572704081634	0.5560959792477304
74797	74016	75430	0.083984375	0.1338089923469388	0.199577487244898	0.40673943996203127
76234	75433	76947	0.06277901785714285	0.09964923469387757	0.14660395408163268	0.5653968253968253
77646	76957	81281	0.17299107142857142	0.2396364795918367	0.29081632653061223	0.10783410138248851
82185	81283	82907	0.08470184948979592	0.12870695153061223	0.19009088010204078	0.5021176470588237
83548	82910	84618	0.07581313775510201	0.12448182397959183	0.2053970025510204	0.6401156677181913
85522	84624	86486	0.060786033163265314	0.09167729591836735	0.13855229591836735	0.6849180327868852
87250	86488	89330	0.03886320153061225	0.0532126913265306	0.07441804846938775	0.7948717948717949
90062	89332	90974	0.049864477040816334	0.06915656887755102	0.10598692602040813	0.806554756195044
91575	90977	92263	0.06445312499999997	0.09602200255102039	0.14827806122448978	0.6632653061224487
92979	92264	93779	0.06580835459183673	0.10263871173469385	0.1434550382653061	0.4657783161720169
94409	93793	95057	0.07047193877551017	0.10299744897959182	0.15617028061224486	0.673076923076923
95957	95060	97087	0.05309311224489797	0.07505580357142858	0.10949457908163265	0.6843093093093094
97930	97089	98637	0.08892697704081629	0.12822863520408165	0.17606026785714285	0.2460779919318687
99277	98642	100025	0.06971460459183672	0.11435746173469387	0.17044005102040816	0.6497998856489422
100810	100030	102017	0.061742665816326536	0.09044164540816327	0.12918526785714282	0.709489993544222
102713	102039	103376	0.053970025510204085	0.08290816326530613	0.12017697704081634	0.5978581979320532
104739	103380	105521	0.05592315051020408	0.08713329081632652	0.12507971938775508	0.7002851033499643
106196	105522	106784	0.09091996173469385	0.1381138392857143	0.20962213010204084	0.6999123191582638
107491	106785	108382	0.11371970663265299	0.17450573979591835	0.2430644132653061	0.3478794251664911
109054	108385	109858	0.03415975765306123	0.047034438775510196	0.06568877551020408	0.7893815635939323
110588	109859	111441	0.21615911989795913	0.32553411989795916	0.4008689413265306	0.1145122625852847
112543	111444	114005	0.06772161989795915	0.09450733418367348	0.1266342474489796	0.32195409064155356
114654	114006	115288	0.05747767857142859	0.08235012755102042	0.12818877551020405	0.7656033287101248
117069	115302	117722	0.06222098214285716	0.08422353316326531	0.11981823979591832	0.8155028827674569
118346	117723	119604	0.10447225765306116	0.17490433673469385	0.24154974489795916	0.38019839755818363
120388	119609	121170	0.12878667091836732	0.19654815051020405	0.27810108418367346	0.284432064376354
121918	121171	122636	0.09311224489795919	0.1487165178571429	0.22142059948979592	0.5665667808219178
123321	122637	124148	0.11898118622448976	0.17123724489795922	0.22735969387755103	0.2025125628140701
124859	124149	125623	0.07688934948979591	0.12209024234693877	0.1743463010204082	0.5427682737169517
127713	125631	128294	0.10148278061224483	0.15011160714285712	0.19854113520408162	0.2692458758837389
129132	128307	129824	0.12870695153061218	0.17952806122448978	0.2272002551020408	0.12898730257045488
130513	129825	131205	0.10965401785714284	0.16238839285714285	0.22265625	0.27862595419847314
134609	131208	135490	0.1083785076530612	0.1802056760204081	0.26690051020408156	0.48344979771974983
136257	135497	137508	0.23736447704081629	0.3210698341836735	0.3858418367346939	0.07430730478589405
138204	137518	138942	0.10227997448979588	0.15489477040816324	0.2169961734693877	0.2985190958690567
139888	138944	140696	0.0711894132653061	0.10849808673469388	0.1662547831632653	0.5741881298992161
141480	140699	142373	0.07920121173469385	0.11858258928571426	0.16103316326530612	0.31957725213890265
143162	142379	143813	0.19531249999999997	0.25589923469387754	0.30014349489795916	0.07908163265306116
144622	143814	145432	0.1573660714285714	0.2202248086734694	0.28934151785714285	0.12753292806484273
146286	145441	147060	0.05899234693877553	0.08290816326530615	0.1258769132653061	0.7888513513513514
147946	147063	148623	0.10419323979591832	0.15943877551020408	0.21025988520408162	0.2408186687069622
149338	148624	150218	0.15290178571428573	0.2504783163265306	0.3603316326530613	0.3242961418143899
151098	150222	151942	0.08936543367346936	0.15983737244897958	0.19754464285714282	0.39696699375557515
154958	151952	155734	0.36714764030612235	0.4526068239795918	0.500438456632653	0.02529584192812926
156485	155744	157454	0.06206154336734693	0.10271843112244897	0.14863679846938774	0.6287732819524727
158083	157455	158843	0.25661670918367346	0.3097098214285715	0.3636399872448981	0.043103448275862
159656	158851	160352	0.05217633928571428	0.07370057397959184	0.10239955357142858	0.6562261268143622
161109	160359	161904	0.0950255102040816	0.15529336734693877	0.19830197704081637	0.3422818791946307
162617	161911	163401	0.2323421556122449	0.2993064413265306	0.3571827168367347	0.054297478126608296
164355	163404	165120	0.14078443877551017	0.1960299744897959	0.25661670918367346	0.16067383918459774
165807	165124	166485	0.08777104591836729	0.12639508928571427	0.16179049744897958	0.26226158038147107
167419	166488	168169	0.08753188775510203	0.15242346938775508	0.20731026785714285	0.5591985428051002
168931	168171	169780	0.18395248724489793	0.2419882015306122	0.29316804846938777	0.10281690140845058
170759	169781	172214	0.06608737244897955	0.11455676020408162	0.15361926020408162	0.5645355850422192
172970	172237	173862	0.2053970025510204	0.2639907525510204	0.3270487882653061	0.068115660780128
174594	173866	176154	0.20364317602040813	0.278579400510204	0.3558274872448979	0.13525151693090603
177193	176157	178121	0.12149234693877549	0.18474968112244894	0.23975605867346936	0.21899606299212582
179077	178122	179937	0.07222576530612246	0.10933514030612246	0.14457110969387757	0.33747240618101554
180877	179940	181753	0.025111607142857137	0.034677933673469385	0.04615752551020408	0.6825396825396826
182500	181754	183225	0.04149394132653061	0.05911192602040815	0.08482142857142855	0.675312199807877
184008	183229	184884	0.07481664540816328	0.1038345025510204	0.1380341198979592	0.27970165157165705
185698	184898	186349	0.07198660714285712	0.11216517857142858	0.14791932397959187	0.36212624584717595
187098	186350	187728	0.06018813775510204	0.08697385204081633	0.1292251275510204	0.6609271523178809
188390	187729	189424	0.0650908801020408	0.08541932397959183	0.10487085459183672	0.20361298224127355
190630	189428	191461	0.10375478316326528	0.1471221301020408	0.1858657525510204	0.2132155205532077
193493	191471	194143	0.031847895408163254	0.04021843112244897	0.055245535714285705	0.8591989987484355
194891	194150	195709	0.15222417091836732	0.19854113520408165	0.23720503826530615	0.09806231997905189
196444	195715	197353	0.04942602040816327	0.07955994897959184	0.10805963010204082	0.6838709677419355
198010	197369	198784	0.043048469387755105	0.06134406887755101	0.08940529336734693	0.6625000000000001
199522	198785	200219	0.0444435586734694	0.06461256377551021	0.09869260204081631	0.7627802690582961
201531	200225	202215	0.06540975765306123	0.1031170280612245	0.13938934948979592	0.4366240097501523
203022	202219	203694	0.042450573979591844	0.05871332908163264	0.08322704081632652	0.7295774647887324
204454	203695	205029	0.039221938775510216	0.056760204081632654	0.08019770408163265	0.7540650406504066
205774	205030	206501	0.05237563775510204	0.07405931122448978	0.10395408163265303	0.5601217656012177
207115	206509	207824	0.0462372448979592	0.06883769132653061	0.09944993622448979	0.6857758620689656
208575	207834	209191	0.057477678571428575	0.08864795918367346	0.1295440051020408	0.5991678224687935
210239	209192	210907	0.04097576530612245	0.05436862244897958	0.07649075255102039	0.7855058365758755
211561	210909	212448	0.054089604591836725	0.08617665816326528	0.12547831632653061	0.5486366985998525
213143	212453	213863	0.10921556122448974	0.18203922193877548	0.22971141581632654	0.27572992700729887
214596	213877	215454	0.05735809948979591	0.08685427295918365	0.12320631377551017	0.5243224461431549
216270	215470	217166	0.060666454081632654	0.08996332908163265	0.1346061862244898	0.5975689881734559
218051	217169	218792	0.050581951530612256	0.07963966836734693	0.11623086734693876	0.7127659574468086
219577	218801	220245	0.051777742346938785	0.07868303571428571	0.12635522959183676	0.7193995381062356
220977	220247	221654	0.05771683673469389	0.09103954081632652	0.13169642857142858	0.5013812154696133
222344	221658	223005	0.033601721938775524	0.046037946428571425	0.06269929846938775	0.5990510083036775
223829	223016	224575	0.06082589285714285	0.10419323979591832	0.14102359693877548	0.6212319790301443
225263	224577	226225	0.05365114795918367	0.0845424107142857	0.1202566964285714	0.6430163447251114
227245	226227	228084	0.06305803571428568	0.10909598214285715	0.14704241071428575	0.6128318584070794
228741	228087	229511	0.05133928571428572	0.0785235969387755	0.11443718112244898	0.6269409937888198
230182	229513	230909	0.03360172193877551	0.046755420918367346	0.0629783163265306	0.7129300118623962
231596	230927	232313	0.07720822704081633	0.13404815051020408	0.18622448979591838	0.45379452762003103
232939	232321	233656	0.0467155612244898	0.06871811224489793	0.10243941326530609	0.7542662116040956
234239	233658	234846	0.050621811224489804	0.07254464285714285	0.11375956632653061	0.7539370078740159
235539	234849	236220	0.04428411989795917	0.06190210459183671	0.0862563775510204	0.47974797479747966
237312	236224	238022	0.02877869897959183	0.0396205357142857	0.058035714285714274	0.7998614958448753
238645	238026	239363	0.06859853316326528	0.1162707270408163	0.1507095025510204	0.38524113887274825
240061	239365	240788	0.05739795918367349	0.09008290816326528	0.12655452806122447	0.41631944444444474
241484	240793	242145	0.14847735969387751	0.2040417729591837	0.24350286989795916	0.09744966442953013
242811	242146	243549	0.039142219387755105	0.054209183673469385	0.0821906887755102	0.7754582484725051
244217	243553	244900	0.08043686224489796	0.13974808673469385	0.1869818239795918	0.4291377601585729
245600	244904	246404	0.1403459821428571	0.25310905612244905	0.30572385204081637	0.32391366089179185
247113	246405	247696	0.054767219387755105	0.083187181122449	0.12408322704081631	0.6502911208151383
248421	247702	249112	0.06106505102040817	0.0977359693877551	0.12786989795918366	0.4778067885117494
249837	249113	250540	0.0975765306122449	0.1599968112244898	0.24270567602040818	0.4044117647058823
251159	250543	252021	0.22381218112244894	0.2895009566326531	0.3369339923469387	0.05529830810329471
252681	252026	253428	0.11375956632653059	0.15003188775510204	0.18642378826530615	0.14155571128241046
254130	253433	254732	0.03483737244897959	0.04846938775510204	0.06764190051020409	0.7934782608695652
255708	254733	256434	0.0522560586734694	0.0802375637755102	0.12460140306122448	0.7219679633867278
257090	256435	258139	0.03045280612244897	0.04161352040816326	0.057876275510204085	0.738219895287958
258678	258142	259286	0.05452806122448981	0.08103475765306123	0.11762595663265304	0.5522660818713452
259860	259287	260454	0.0740194515306122	0.1237643494897959	0.17753507653061226	0.5904684975767364
261236	260471	261937	0.19276147959183673	0.24896364795918366	0.3011001275510204	0.08643507030603798
262588	261938	263362	0.03918207908163266	0.05735809948979591	0.07963966836734693	0.7070193285859614
264027	263366	264628	0.05548469387755103	0.08968431122448979	0.12260841836734693	0.6088362068965517
265291	264633	266036	0.06421396683673469	0.09602200255102042	0.130062181122449	0.4525139664804469
266818	266038	267500	0.07461734693877548	0.11933992346938774	0.19411670918367346	0.6912393162393162
268225	267505	269224	0.04823022959183674	0.07118941326530612	0.10507015306122448	0.5768595041322315
269975	269249	270633	0.045240752551020426	0.06616709183673468	0.09917091836734693	0.7246696035242292
271287	270634	271858	0.13038105867346939	0.1914859693877551	0.24394132653061226	0.1854173035768878
272434	271863	273038	0.18885522959183673	0.25558035714285715	0.30867346938775514	0.08727311101730673
274084	273040	274843	0.11511479591836729	0.1783322704081632	0.2615593112244897	0.35578254847645413
275588	274844	276370	0.06437340561224486	0.09869260204081633	0.1407047193877551	0.47956656346749205
276971	276371	277656	0.05197704081632654	0.07429846938775511	0.11256377551020409	0.6993865030674847
278328	277658	279054	0.058553890306122465	0.08657525510204081	0.12452168367346939	0.5340367597004766
279673	279064	280307	0.10965401785714284	0.17885044642857142	0.28635204081632654	0.43002544529262077
280936	280308	281606	0.07318239795918366	0.11654974489795913	0.1744260204081632	0.6851851851851852
282236	281607	282817	0.07122927295918369	0.10973373724489793	0.15896045918367346	0.5064353665360941
283544	282823	284095	0.06373565051020408	0.09897161989795916	0.1515864158163265	0.6385240775484678
284708	284096	285382	0.05484693877551022	0.08605707908163265	0.12846779336734696	0.6944040697674418
287540	285385	288252	0.039142219387755105	0.0546875	0.07756696428571429	0.6558044806517311
288930	288259	289547	0.05297353316326533	0.08191167091836735	0.12137276785714285	0.5902934537246052
290310	289549	290938	0.11124840561224492	0.201171875	0.2920519770408163	0.5872447151558582
291539	290942	292145	0.0689971301020408	0.10630580357142858	0.1656170280612245	0.6256499133448872
292693	292151	293393	0.04827008928571429	0.0693160076530612	0.0968191964285714	0.7621800165152767
294127	293394	294811	0.0689174107142857	0.11611128826530612	0.17386798469387757	0.6041064198958935
295462	294813	296183	0.05038265306122449	0.07716836734693877	0.10618622448979592	0.689873417721519
296968	296189	297550	0.051259566326530615	0.07888233418367346	0.10901626275510204	0.5765940902021772
298234	297555	298955	0.07023278061224489	0.11822385204081631	0.16067442602040816	0.4753121452894437
299510	298957	300141	0.08199139030612247	0.1325733418367347	0.21221301020408165	0.4630529897909578
300802	300143	301579	0.04795121173469389	0.07222576530612244	0.10411352040816327	0.6504571903574398
302359	301581	303067	0.04619738520408162	0.06963488520408162	0.09893176020408162	0.6617773943054356
303727	303074	304356	0.04177295918367348	0.06257971938775511	0.08880739795918369	0.5987595419847329
304897	304367	305553	0.04209183673469389	0.06134406887755102	0.09466677295918367	0.7495265151515152
306107	305554	306703	0.03228635204081633	0.0430484693877551	0.06146364795918367	0.7999999999999999
307342	306705	307962	0.07932079081632652	0.12117346938775508	0.16928411989795916	0.37185929648241195
308871	307964	309429	0.04308832908163266	0.062061543367346934	0.08717315051020408	0.637372802960222
310201	309435	310949	0.08119419642857138	0.11754623724489793	0.14082429846938774	0.20250368188512488
311445	310950	312119	0.0556839923469388	0.08832908163265304	0.12420280612244897	0.45561918396564094
312754	312121	313355	0.07573341836734696	0.1020408163265306	0.1314174107142857	0.20394736842105285
314048	313359	314629	0.06449298469387756	0.10036670918367349	0.1340481505102041	0.3742274412855377
315344	314630	316066	0.08294802295918365	0.125358737244898	0.16721141581632656	0.2465160980297931
316786	316071	317413	0.037507971938775524	0.055444834183673464	0.07772640306122448	0.6679064824654625
319268	317416	320137	0.033601721938775524	0.04954559948979591	0.06708386479591837	0.7627520759193358
320880	320139	321921	0.03997927295918368	0.05504623724489795	0.08147321428571427	0.780159521435693
322483	321926	323173	0.04276945153061224	0.06214126275510203	0.08545918367346939	0.6602982292637465
324980	323184	325621	0.07812500000000003	0.12372448979591837	0.16796875	0.3102040816326533
326713	325634	327309	0.20184948979591835	0.2598453443877551	0.308952487244898	0.07099131121642951
327892	327310	328720	0.1627072704081632	0.23046875	0.27650669642857145	0.11501714845663871
329298	328729	329936	0.07625159438775508	0.12209024234693877	0.1599170918367347	0.34657605854678497
330594	329937	331187	0.04731345663265306	0.07230548469387754	0.10339604591836733	0.5412805391743891
331828	331193	332618	0.04488201530612244	0.0665656887755102	0.09000318877551018	0.5452930728241562
333156	332622	333701	0.03340242346938776	0.043566645408163254	0.06269929846938774	0.827565632458234
334278	333702	334927	0.02901785714285713	0.03850446428571428	0.05456792091836735	0.8015109890109889
335576	334929	336151	0.04408482142857144	0.06509088010204081	0.09378985969387756	0.5655515370705244
336710	336158	337298	0.055883290816326536	0.07780612244897961	0.11527423469387754	0.7771041369472182
337817	337299	338352	0.029137436224489787	0.03639190051020408	0.05038265306122448	0.8659370725034199
338878	338353	339383	0.047632334183673485	0.06780133928571429	0.10188137755102039	0.7786610878661089
339947	339384	340486	0.05867346938775509	0.09355070153061223	0.14138233418367346	0.583899456521739
341028	340487	341587	0.06114477040816329	0.09199617346938777	0.12603635204081634	0.39732724902216443
342262	341588	342821	0.10200095663265304	0.14863679846938777	0.18172034438775514	0.17448221961703758
343386	342825	344048	0.07948022959183676	0.1333705357142857	0.17378826530612246	0.32196589769307943
344631	344053	345188	0.06636639030612243	0.11356026785714285	0.1685666454081633	0.5888888888888888
345811	345189	346349	0.06054687500000001	0.09498565051020408	0.1428172831632653	0.5734035549703752
346996	346351	347549	0.041493941326530615	0.06158322704081631	0.08725286989795918	0.6234390009606148
348162	347551	348726	0.06333705357142853	0.09179687500000001	0.13783482142857142	0.6362492133417242
349265	348728	349869	0.0658083545918367	0.11459661989795918	0.15644929846938774	0.6075105996365836
350520	349871	351269	0.07130899234693878	0.11244419642857142	0.1658561862244898	0.4832308552263835
351818	351272	352384	0.038743622448979595	0.05966996173469386	0.08900669642857144	0.6784979423868314
353065	352389	353628	0.06385522959183673	0.10012755102040817	0.14632493622448986	0.617665418227216
354165	353629	354778	0.05054209183673469	0.07401945153061223	0.10790019132653059	0.6210567823343848
355427	354780	356051	0.045041454081632654	0.06369579081632654	0.09351084183673469	0.7008849557522123
356604	356057	357253	0.04910714285714287	0.06839923469387754	0.1017219387755102	0.8035714285714286
357803	357260	358401	0.05301339285714286	0.08266900510204081	0.1155532525510204	0.6387218045112781
359471	358403	360099	0.03926179846938777	0.05919164540816326	0.0860969387755102	0.6827411167512693
360696	360101	367619	0.06636639030612246	0.1092155612244898	0.14987244897959184	0.4447447447447448
368496	367623	369339	0.056361607142857144	0.09095982142857142	0.13564253826530612	0.6601838755304101
369887	369342	370568	0.03862404336734695	0.061543367346938785	0.08832908163265307	0.6775025799793603
371230	370572	371828	0.03240593112244899	0.04376594387755102	0.06409438775510204	0.7779827798277983
372402	371837	373064	0.09319196428571422	0.13209502551020408	0.17506377551020408	0.20423438836612448
373663	373065	374189	0.042012117346938785	0.059550382653061215	0.08466198979591835	0.7703984819734346
374807	374193	375332	0.03487723214285715	0.05002391581632652	0.07178730867346939	0.7714285714285716
375888	375333	376562	0.027543048469387748	0.037707270408163254	0.05173788265306122	0.7908827785817656
377133	376563	377785	0.03463807397959185	0.05257493622448979	0.07828443877551021	0.6403912543153051
378396	377789	378916	0.03296396683673469	0.044921874999999986	0.06584821428571427	0.7581620314389359
379511	378920	380087	0.041214923469387744	0.06289859693877552	0.0921954719387755	0.5048355899419729
380649	380089	381265	0.056919642857142884	0.08434311224489796	0.11491549744897961	0.3525910364145661
381827	381266	382404	0.030851403061224483	0.04400510204081633	0.06317761479591837	0.6873385012919896
383263	382409	383817	0.06301817602040818	0.10048628826530612	0.13253348214285712	0.3013915243516763
384356	383822	384854	0.07445790816326528	0.11176658163265307	0.15361926020408162	0.2762312633832974
385374	384855	385915	0.06285873724489793	0.0971779336734694	0.14413265306122452	0.46702599873176903
386523	385919	387105	0.05098054846938777	0.08051658163265304	0.11057079081632652	0.40539483971853035
387681	387111	388324	0.049824617346938785	0.08211096938775508	0.1161910076530612	0.64
388856	388327	389502	0.048748405612244895	0.07808514030612244	0.11973852040816327	0.5813573180703189
390084	389508	390752	0.05098054846938775	0.08805006377551022	0.11722735969387756	0.624315871774824
391370	390753	392040	0.07589285714285715	0.12432238520408165	0.17885044642857142	0.4682247899159664
392721	392042	393296	0.03607302295918367	0.054607780612244895	0.0747767857142857	0.4690607734806629
393869	393297	394463	0.05978954081632653	0.09805484693877552	0.1524234693877551	0.6586666666666666
395056	394465	395643	0.04994419642857144	0.07688934948979592	0.12456154336734696	0.7302474062250598
396179	395645	396688	0.0744579081632653	0.12763073979591838	0.16649394132653067	0.4336188436830835
397315	396692	397871	0.0728236607142857	0.12081473214285712	0.1802455357142857	0.4939792008757524
398410	397872	399125	0.06640624999999997	0.09893176020408162	0.15441645408163263	0.6530612244897959
399730	399129	400386	0.0528938137755102	0.08159279336734693	0.12464126275510204	0.6608892238131123
400870	400392	401543	0.05867346938775511	0.08936543367346937	0.13480548469387754	0.5838994565217392
402107	401544	402623	0.05763711734693878	0.08525988520408163	0.12830835459183673	0.6234439834024896
403433	402625	404049	0.0680404974489796	0.10989317602040814	0.16330516581632654	0.4833040421792619
404626	404051	405586	0.03463807397959185	0.04886798469387754	0.07461734693877552	0.7462600690448793
406176	405590	407062	0.051977040816326536	0.08442283163265307	0.11969866071428571	0.4750766871165645
407712	407070	408295	0.04751275510204084	0.07549426020408162	0.11774553571428571	0.6942114093959733
408913	408296	409391	0.053132971938775524	0.08278858418367348	0.12444196428571432	0.6395348837209303
410000	409392	410992	0.04440369897959185	0.07282366071428573	0.10511001275510205	0.5686714542190305
411595	410994	412189	0.06760204081632651	0.10698341836734693	0.15800382653061223	0.5742924528301885
412739	412190	413227	0.05373086734693879	0.0855389030612245	0.1090561224489796	0.46439169139465886
413752	413231	414325	0.11702806122448975	0.17841198979591835	0.21141581632653061	0.16553133514986343
414917	414332	415532	0.05715880102040816	0.08741230867346939	0.13205516581632654	0.6202928870292888
416136	415535	416716	0.11375956632653057	0.16796875	0.20304528061224492	0.18990889978976858
417176	416723	423773	0.032764668367346955	0.04791135204081632	0.07589285714285712	0.7566909975669102
427135	423775	427657	0.04149394132653062	0.06158322704081633	0.09745695153061226	0.7233429394812682
428255	427661	428779	0.042012117346938785	0.0585140306122449	0.08139349489795919	0.7490512333965845
429368	428780	429817	0.042171556122449	0.06393494897959183	0.09016262755102042	0.6805293005671079
430482	429821	430999	0.03798628826530613	0.05357142857142856	0.0790816326530612	0.7224554039874084
431494	431004	432078	0.05002391581632653	0.07908163265306123	0.11352040816326531	0.7095617529880478
432574	432082	433095	0.04619738520408163	0.07059151785714285	0.10168207908163264	0.5012942191544435
433727	433100	434360	0.03192761479591838	0.04707429846938775	0.06728316326530613	0.7503121098626718
434879	434361	435522	0.028898278061224483	0.03926179846938775	0.05504623724489796	0.7241379310344828
436038	435530	436665	0.0733019770408163	0.1206951530612245	0.17649872448979595	0.5429581294181619
437392	436668	437938	0.07178730867346939	0.12033641581632651	0.16844706632653061	0.5102720710716269
438484	437945	438990	0.06712372448979588	0.11559311224489796	0.16023596938775508	0.5712589073634201
439603	438992	440161	0.07374043367346939	0.10542889030612244	0.13795440051020405	0.24081081081081082
440732	440165	441284	0.06847895408163265	0.102359693877551	0.134406887755102	0.2724097788125727
441906	441289	442469	0.033840880102040824	0.0489078443877551	0.07378029336734693	0.7402826855123675
443000	442473	443449	0.0629783163265306	0.10690369897959187	0.14162149234693883	0.5430379746835441
444146	443465	445716	0.06792091836734696	0.10618622448979591	0.13871173469387754	0.3239436619718312
446329	445726	447147	0.036631058673469385	0.05385044642857141	0.07441804846938775	0.603373231773667
447758	447148	448240	0.03977997448979592	0.057079081632653066	0.08219068877551021	0.5185370741482965
448792	448241	449427	0.038504464285714295	0.05819515306122448	0.08510044642857142	0.6501035196687371
450085	449428	450593	0.03770727040816327	0.0532924107142857	0.07561383928571427	0.720401691331924
451120	450600	451618	0.029735331632653052	0.04125478316326529	0.056162308673469365	0.8063002680965148
452351	451623	452908	0.03001434948979591	0.04021843112244898	0.058075573979591816	0.8300132802124834
453405	452912	453964	0.034398915816326536	0.047791772959183666	0.0669642857142857	0.7444959443800696
454614	453968	455229	0.04268973214285716	0.06277901785714285	0.09147799744897961	0.73109243697479
455775	455238	456353	0.032087053571428575	0.04496173469387754	0.06361607142857142	0.775776397515528
456892	456360	457557	0.02766262755102039	0.03722895408163265	0.05082110969387755	0.8155619596541787
458195	457561	458781	0.03599330357142857	0.05066167091836733	0.0693160076530612	0.7070874861572537
459334	458782	459919	0.023875956632653055	0.03336256377551021	0.045719068877551026	0.7587646076794657
460531	459920	461181	0.033003826530612256	0.04448341836734694	0.06481186224489796	0.8043478260869565
461797	461182	462786	0.03212691326530613	0.042889030612244895	0.061304209183673464	0.7990074441687345
463713	462795	464363	0.02451371173469387	0.03348214285714285	0.04902742346938775	0.8170731707317073
465200	464365	465792	0.03479751275510204	0.054448341836734686	0.0746173469387755	0.5183276059564719
466400	465795	466983	0.03284438775510205	0.0511798469387755	0.07346141581632654	0.6790048543689322
467549	466985	468357	0.0546077806122449	0.08793048469387754	0.11902104591836735	0.472992700729927
469384	468361	470279	0.026546556122448967	0.03551498724489795	0.051060267857142856	0.831081081081081
471136	470288	472081	0.05644132653061227	0.08557876275510204	0.11906090561224489	0.3471045197740115
472790	472093	473383	0.032047193877551026	0.04352678571428571	0.06385522959183673	0.7985074626865671
474053	473387	474989	0.03902264030612246	0.06126434948979592	0.08860809948979592	0.5091930541368744
475469	474996	476029	0.03240593112244899	0.04962531887755102	0.06636639030612246	0.6457564575645758
476626	476031	477180	0.028898278061224487	0.04061702806122448	0.05875318877551021	0.6958620689655172
477775	477181	478419	0.035156250000000014	0.052096619897959176	0.07051179846938775	0.6456916099773244
478946	478422	479451	0.06792091836734693	0.11276307397959184	0.16298628826530612	0.4058098591549294
479997	479453	480599	0.05337213010204081	0.09020248724489796	0.12181122448979595	0.5933532486930544
481241	480609	481804	0.058394451530612235	0.08936543367346936	0.13097895408163263	0.5327645051194538
482388	481810	483066	0.025669642857142846	0.0334422831632653	0.04571906887755102	0.8253105590062111
484051	483069	484702	0.030532525510204078	0.044084821428571425	0.06620695153061225	0.7389033942558747
485525	484711	486296	0.04320790816326531	0.06616709183673468	0.09207589285714286	0.5276752767527676
487128	486302	487670	0.04133450255102041	0.06333705357142855	0.09143813775510203	0.7222757955641274
488326	487680	488930	0.021324936224489784	0.027901785714285712	0.03930165816326531	0.7897196261682241
